date,temp,s
2021-11-08,12,77
2021-11-09,8.5,60.1
2021-11-10,7.2,62.8
2021-11-11,8.1,53.1
2021-11-12,7,46.4
2021-11-13,9.1,54.8
2021-11-14,10.3,67.1
2021-11-15,9.4,66.6
2021-11-16,9.8,55.9
2021-11-17,10.1,45.8
2021-11-18,10.9,58
2021-11-19,13,67.6
2021-11-20,11.9,75.6
2021-11-21,11.9,77.5
2021-11-22,7.3,50.3
2021-11-23,3.2,48.1
2021-11-24,6.8,46.6
2021-11-25,9.6,49.6
2021-11-26,6.6,42.3
2021-11-27,5.2,56
2021-11-28,7.1,50.5
2021-11-29,10.5,31.5
2021-11-30,7.7,72.3
2021-12-01,1.4,37.4
2021-12-02,2.2,43
2021-12-03,5.3,46.6
2021-12-04,3.5,41.9
2021-12-05,4.3,72.9
2021-12-06,7.7,67.9
2021-12-07,8,75.3
2021-12-08,7.5,72.4
2021-12-09,7.7,80.9
2021-12-10,9.1,77.8
2021-12-11,10.5,64.3
2021-12-12,6.2,49.3
2021-12-13,0.5,33.9
2021-12-14,4.2,50.5
2021-12-15,8.8,64
2021-12-16,8.4,57.5
2021-12-17,0.3,31.1
2021-12-18,-3.6,40.5
2021-12-19,2,44.6
2021-12-20,6.9,56
2021-12-21,9.4,55.5
2021-12-22,5.1,70.3
2021-12-23,4.5,50.3
2021-12-24,5.9,51.1
2021-12-25,-3.7,34.1
2021-12-26,-7.7,30.3
2021-12-27,-3.3,41.5
2021-12-28,2,55.3
2021-12-29,4.7,56.8
2021-12-30,0.1,39.4
2021-12-31,-2.9,24.5
2021-01-01,-5.9,81.4
2021-01-02,-4.9,66.3
2021-01-03,-5.7,61.5
2021-01-04,-5.4,65.1
2021-01-05,-3.7,53.1
2021-01-06,-7.8,57.8
2021-01-07,-11.5,46.3
2021-01-08,-14.1,57.6
2021-01-09,-12.2,60.3
2021-01-10,-9.7,60.6
2021-01-11,-8,68.1
2021-01-12,-6.3,70.1
2021-01-13,-0.5,69.3
2021-01-14,0.4,59.5
2021-01-15,4.3,61.6
2021-01-16,-0.3,50.5
2021-01-17,-4.2,44.6
2021-01-18,-3.4,68.3
2021-01-19,-7.1,55.3
2021-01-20,-4.7,55.4
2021-01-21,2.2,69.3
2021-01-22,5.8,94.6
2021-01-23,7.3,80.8
2021-01-24,4.9,78.1
2021-01-25,4.2,76
2021-01-26,3,96.1
2021-01-27,2.5,69
2021-01-28,-1.3,63.9
2021-01-29,-5.9,38.4
2021-01-30,-3.7,66.4
2021-01-31,0.1,63.3
2021-02-01,4.5,91.3
2021-02-02,-1.7,35
2021-02-03,-2.7,47.8
2021-02-04,-1.1,45.9
2021-02-05,-1.7,58.9
2021-02-06,0.9,72.3
2021-02-07,4.4,59
2021-02-08,-1.4,43.8
2021-02-09,-2.2,52.9
2021-02-10,-0.7,67.9
2021-02-11,2.2,69.8
2021-02-12,3.8,62.8
2021-02-13,3.9,55.3
2021-02-14,7,61.8
2021-02-15,4.3,66
2021-02-16,-2.3,57
2021-02-17,-6,43.4
2021-02-18,-5.8,50.6
2021-02-19,-0.7,63.5
2021-02-20,5,64.6
2021-02-21,9,58
2021-02-22,9.6,48.6
2021-02-23,2.1,40.3
2021-02-24,2.3,53.9
2021-02-25,3.7,77.6
2021-02-26,6,67.6
2021-02-27,4.8,65.3
2021-02-28,5.1,79.3
2021-03-01,7.1,95.5
2021-03-02,1.8,87.4
2021-03-03,2.2,77.5
2021-03-04,4.5,81.5
2021-03-05,6.6,81.1
2021-03-06,4.7,74.1
2021-03-07,4.8,71.3
2021-03-08,4.9,73.8
2021-03-09,5.9,68.4
2021-03-10,6.1,66
2021-03-11,8,60.8
2021-03-12,7.6,92.4
2021-03-13,7.8,78.6
2021-03-14,8.2,75.8
2021-03-15,9.8,68
2021-03-16,12.3,53.6
2021-03-17,8.3,62.9
2021-03-18,9.2,72.1
2021-03-19,10,67.1
2021-03-20,7.8,94.3
2021-03-21,7.7,60.9
2021-03-22,6.1,46.4
2021-03-23,8.2,53.4
2021-03-24,7.9,55.9
2021-03-25,10.1,57.9
2021-03-26,12.7,52
2021-03-27,11.2,83.4
2021-03-28,11.9,82.9
2021-03-29,12.6,53.5
2021-03-30,11.7,46.4
2021-03-31,11.7,54.9
2021-04-01,11.3,59.3
2021-04-02,15,60.6
2021-04-03,14.4,87.6
2021-04-04,9.6,76.6
2021-04-05,8,61.6
2021-04-06,11.1,54.4
2021-04-07,12.1,55.1
2021-04-08,11.7,52.5
2021-04-09,7.9,67.9
2021-04-10,8.9,61.8
2021-04-11,11.7,58.8
2021-04-12,11.1,81.4
2021-04-13,13.9,68.6
2021-04-14,9.7,47.8
2021-04-15,8.7,59.6
2021-04-16,11.9,66.5
2021-04-17,10.8,55
2021-04-18,9.4,56.1
2021-04-19,12.1,54.1
2021-04-20,15,53.5
2021-04-21,18,53.1
2021-04-22,19.6,44.5
2021-04-23,15.4,47.8
2021-04-24,16.1,57.4
2021-04-25,14.3,54.6
2021-04-26,11.9,58
2021-04-27,14.2,54.5
2021-04-28,15.8,52.1
2021-04-29,15.2,58.1
2021-04-30,15.3,54
2021-05-01,10.5,79.1
2021-05-02,11.3,76.3
2021-05-03,13.4,64.4
2021-05-04,15.3,82.5
2021-05-05,16.1,55
2021-05-06,13.3,59.3
2021-05-07,14.2,66.1
2021-05-08,16,54.3
2021-05-09,15.5,50
2021-05-10,10.1,89.3
2021-05-11,13.7,79.4
2021-05-12,16.1,65
2021-05-13,18.8,66.5
2021-05-14,20.8,69
2021-05-15,19.3,92
2021-05-16,20.4,97.3
2021-05-17,15.5,97.1
2021-05-18,16.9,87.5
2021-05-19,19.5,73.3
2021-05-20,15.5,94.9
2021-05-21,15.4,93.3
2021-05-22,18.3,78.1
2021-05-23,20,74
2021-05-24,20.2,64.6
2021-05-25,14,69.8
2021-05-26,15.3,65.5
2021-05-27,16,79.9
2021-05-28,14.6,85.1
2021-05-29,17,70.3
2021-05-30,18.6,62.8
2021-05-31,19.1,78.5
2021-06-01,20.4,75.1
2021-06-02,22.1,67.1
2021-06-03,17.9,94
2021-06-04,18.7,71.9
2021-06-05,19.4,71
2021-06-06,20.8,78.1
2021-06-07,21.6,74.8
2021-06-08,23.8,66.4
2021-06-09,24.1,66.9
2021-06-10,23.2,70.3
2021-06-11,21.8,90.3
2021-06-12,23.9,81.1
2021-06-13,23.6,76.8
2021-06-14,22.9,79
2021-06-15,20.9,86.8
2021-06-16,20.6,80.9
2021-06-17,19.7,81.6
2021-06-18,20.6,89.3
2021-06-19,21.7,74.3
2021-06-20,22.6,66.4
2021-06-21,22.5,68.3
2021-06-22,20.3,79.1
2021-06-23,19.4,83
2021-06-24,21.6,77.8
2021-06-25,23,78.4
2021-06-26,22.5,82
2021-06-27,22.6,75.1
2021-06-28,21.7,81.4
2021-06-29,23.7,70.4
2021-06-30,23.1,83.5
2021-07-01,24,71.4
2021-07-02,23,75.3
2021-07-03,21.4,90.5
2021-07-04,26,78.3
2021-07-05,22.6,87.3
2021-07-06,23,94.4
2021-07-07,24.5,94.5
2021-07-08,24.5,87.5
2021-07-09,24.5,87.8
2021-07-10,24.4,85.8
2021-07-11,24.7,85.8
2021-07-12,26.3,81.9
2021-07-13,27.6,79.4
2021-07-14,28,77.4
2021-07-15,25.3,89
2021-07-16,26.2,78.9
2021-07-17,25.7,80.6
2021-07-18,26.3,78.4
2021-07-19,26.4,81.6
2021-07-20,27.2,77.4
2021-07-21,26.3,74.5
2021-07-22,26.3,77.4
2021-07-23,26.8,76.4
2021-07-24,27.2,74.5
2021-07-25,26.3,78.3
2021-07-26,27.1,73
2021-07-27,26.9,74.3
2021-07-28,26.6,78.5
2021-07-29,27.4,75.3
2021-07-30,28.4,74.5
2021-07-31,28.8,72.6
2021-08-01,26.9,86.6
2021-08-02,26.8,87.4
2021-08-03,27.5,83.4
2021-08-04,28.6,76.3
2021-08-05,29.5,73
2021-08-06,28.9,74.1
2021-08-07,27.7,77.4
2021-08-08,25.2,87.6
2021-08-09,26,77.3
2021-08-10,24.1,87.3
2021-08-11,25.6,83.6
2021-08-12,25,85.9
2021-08-13,24.6,81.6
2021-08-14,22.6,91.6
2021-08-15,22.7,83.9
2021-08-16,23.5,77.5
2021-08-17,23.8,75.5
2021-08-18,22.4,87.3
2021-08-19,22.3,90.5
2021-08-20,23.8,83.9
2021-08-21,22.4,97.4
2021-08-22,24.1,86
2021-08-23,22.2,97.4
2021-08-24,23.5,96.8
2021-08-25,23.7,95.6
2021-08-26,24.4,86.5
2021-08-27,21.8,95.1
2021-08-28,23.5,84
2021-08-29,21.5,94.5
2021-08-30,22.5,88.1
2021-08-31,22,90.9
2021-09-01,20.7,97.6
2021-09-02,21.3,87.5
2021-09-03,20.8,83.5
2021-09-04,20.3,80.3
2021-09-05,20.2,82.9
2021-09-06,20.9,83
2021-09-07,21,97
2021-09-08,22.2,84
2021-09-09,21.3,85.9
2021-09-10,21.6,89
2021-09-11,21.6,83.3
2021-09-12,22.1,81.3
2021-09-13,21.1,80.8
2021-09-14,20.1,80.4
2021-09-15,20.4,74.6
2021-09-16,20.4,77.9
2021-09-17,19.1,89.9
2021-09-18,19.6,86.4
2021-09-19,19.8,83.4
2021-09-20,20.4,81.8
2021-09-21,20.7,96.9
2021-09-22,21.4,84.6
2021-09-23,19.1,78.9
2021-09-24,18.5,84.6
2021-09-25,18.6,87.9
2021-09-26,19.2,78.6
2021-09-27,20.1,77.9
2021-09-28,20.5,83.8
2021-09-29,21.5,93.9
2021-09-30,21.3,81.4
2021-10-01,18.6,88.9
2021-10-02,19.7,81.4
2021-10-03,19.4,81
2021-10-04,21.1,83.8
2021-10-05,21,83.8
2021-10-06,20,84.1
2021-10-07,21.1,81.3
2021-10-08,20.6,91.9
2021-10-09,21.6,86.9
2021-10-10,22.3,87
2021-10-11,16.1,94.9
2021-10-12,15.5,88.5
2021-10-13,17,88.8
2021-10-14,16.8,88.4
2021-10-15,17.6,90
2021-10-16,13.3,73.5
2021-10-17,5.2,71.6
2021-10-18,6.4,74.1
2021-10-19,8.8,82.3
2021-10-20,7.4,81.9
2021-10-21,7.8,86.3
2021-10-22,8.9,86.3
2021-10-23,7.8,84.4
2021-10-24,7.7,78.5
2021-10-25,8.4,81.4
2021-10-26,8.4,83
2021-10-27,10.4,80.3
2021-10-28,10,75.1
2021-10-29,9.9,78.1
2021-10-30,9.4,86
2021-10-31,10,85.4
2021-11-01,10.4,81.3
2021-11-02,8.6,83.6
2021-11-03,8.8,81.4
2021-11-04,8.8,79.5
2021-11-05,9.7,82.5
2021-11-06,10.2,79.1
2021-11-07,10.9,79.4
2021-11-08,8.9,84.5
2021-11-09,7.3,74.9
2021-11-10,5.6,85.6
2021-11-11,6.1,74.5
2021-11-12,4.1,74.3
2021-11-13,4.6,80.4
2021-11-14,6.4,81.6
2021-11-15,6.3,80
2021-11-16,5.4,75.3
2021-11-17,5,73.5
2021-11-18,6.9,81.6
2021-11-19,7.9,85.4
2021-11-20,7.3,88
2021-11-21,8.2,87.6
2021-11-22,5.9,63.5
2021-11-23,3.1,56.3
2021-11-24,3.8,66.4
2021-11-25,4.9,68.1
2021-11-26,2.4,67.3
2021-11-27,0.8,70
2021-11-28,1.8,70.4
2021-11-29,3.1,69.5
2021-11-30,3.6,87.6
2021-12-01,0.7,46.3
2021-12-02,-1.5,69.8
2021-12-03,2,64.3
2021-12-04,-0.2,71.5
2021-12-05,0.6,80.3
2021-12-06,2.8,80.9
2021-12-07,3.9,81.5
2021-12-08,3,82.4
2021-12-09,3.8,84.9
2021-12-10,4.4,89.3
2021-12-11,5.6,89.8
2021-12-12,3.8,61.8
2021-12-13,-2.7,52.6
2021-12-14,-0.6,70.9
2021-12-15,3.7,80.5
2021-12-16,3.2,84.5
2021-12-17,-1.3,42.8
2021-12-18,-5.6,53.4
2021-12-19,-0.9,59.3
2021-12-20,1.5,71
2021-12-21,2.9,77.9
2021-12-22,-0.1,67.9
2021-12-23,-0.8,68.1
2021-12-24,2.2,67.4
2021-12-25,-5.6,33.9
2021-12-26,-9.3,39.1
2021-12-27,-5.9,58.6
2021-12-28,-2.2,74.5
2021-12-29,0.6,73.5
2021-12-30,-0.4,47.1
2021-12-31,-4.1,35.1
2021-01-01,-2.8,74.4
2021-01-02,-2.1,56
2021-01-03,-1.5,44.3
2021-01-04,-2,57.5
2021-01-05,-1.3,45.1
2021-01-06,-4.1,50.1
2021-01-07,-9.3,41.8
2021-01-08,-10.2,40.5
2021-01-09,-8,42.8
2021-01-10,-5.6,51.5
2021-01-11,-5.4,62.6
2021-01-12,-2.2,61.1
2021-01-13,3.8,58.4
2021-01-14,3.4,46.5
2021-01-15,5.7,52.1
2021-01-16,0.9,46.4
2021-01-17,-2.4,43.6
2021-01-18,-1.5,65.3
2021-01-19,-4,47
2021-01-20,-2.7,48
2021-01-21,3.6,64.3
2021-01-22,6.3,90.1
2021-01-23,8.3,76.5
2021-01-24,6.9,69.5
2021-01-25,5.2,73.5
2021-01-26,5,84.4
2021-01-27,4.7,46
2021-01-28,0.1,55.3
2021-01-29,-4.5,38.9
2021-01-30,-0.7,50.1
2021-01-31,2.5,56
2021-02-01,6,80.4
2021-02-02,-0.7,32.6
2021-02-03,-0.9,38.4
2021-02-04,0.9,35.1
2021-02-05,0.7,49.1
2021-02-06,3.8,61
2021-02-07,5.9,55.9
2021-02-08,0.2,35
2021-02-09,1,36.6
2021-02-10,2.9,55.1
2021-02-11,4.3,65.5
2021-02-12,6.2,52.4
2021-02-13,6.4,46.6
2021-02-14,8.4,59.4
2021-02-15,4.8,59.8
2021-02-16,-0.7,47.9
2021-02-17,-4.7,39.9
2021-02-18,-4.1,53.5
2021-02-19,3.3,49
2021-02-20,8.4,52.9
2021-02-21,12.6,46.3
2021-02-22,11.7,40.1
2021-02-23,4.3,24.9
2021-02-24,4.8,36.6
2021-02-25,4.6,74.1
2021-02-26,8,61
2021-02-27,6.6,58.1
2021-02-28,5.6,73.5
2021-03-01,9.1,88.1
2021-03-02,2.6,83.9
2021-03-03,3.2,73.6
2021-03-04,5,80.4
2021-03-05,8.9,73.8
2021-03-06,6.7,67.8
2021-03-07,5.5,68.8
2021-03-08,7.3,62
2021-03-09,8.8,53.9
2021-03-10,9.3,50
2021-03-11,9.5,57.1
2021-03-12,8.2,91.3
2021-03-13,9,68
2021-03-14,10.4,61.4
2021-03-15,11.8,61.8
2021-03-16,13.7,44.3
2021-03-17,10.4,46.9
2021-03-18,11,63.6
2021-03-19,11.4,59.4
2021-03-20,8.9,85.5
2021-03-21,8.3,54
2021-03-22,7.8,36.8
2021-03-23,9.6,47
2021-03-24,10.3,45.6
2021-03-25,13.6,47
2021-03-26,15.7,39.1
2021-03-27,13.6,71.4
2021-03-28,13.5,75.1
2021-03-29,14.1,42.9
2021-03-30,13.8,29.5
2021-03-31,13.9,43.8
2021-04-01,13.4,48.6
2021-04-02,15.9,52.8
2021-04-03,15.5,79.6
2021-04-04,10.7,80.3
2021-04-05,9.9,58.3
2021-04-06,13.2,45.3
2021-04-07,16.2,31.8
2021-04-08,15.1,27.4
2021-04-09,10.4,51.4
2021-04-10,11,54.6
2021-04-11,14.4,47.6
2021-04-12,12.9,68.6
2021-04-13,13.8,63.1
2021-04-14,11,38.4
2021-04-15,11.6,39.9
2021-04-16,12.9,59
2021-04-17,12.3,46.6
2021-04-18,12.4,41.6
2021-04-19,15.3,34.3
2021-04-20,17.5,35.8
2021-04-21,19.9,38.3
2021-04-22,20.8,35.4
2021-04-23,16.9,39.4
2021-04-24,17,48.4
2021-04-25,15.3,53.3
2021-04-26,13.8,50.9
2021-04-27,15.6,47.9
2021-04-28,17.3,41.6
2021-04-29,17.1,43.5
2021-04-30,16,44.8
2021-05-01,12.1,61.8
2021-05-02,13.7,57
2021-05-03,16,53.4
2021-05-04,16.4,76.6
2021-05-05,17,45
2021-05-06,15.4,45.3
2021-05-07,15.7,52.9
2021-05-08,17.2,43.9
2021-05-09,18.1,36.5
2021-05-10,12.1,78.3
2021-05-11,13.8,78.4
2021-05-12,17.3,62
2021-05-13,20.3,62.8
2021-05-14,23,62.6
2021-05-15,20.5,84.1
2021-05-16,21.8,90.6
2021-05-17,16.4,94.5
2021-05-18,17.9,79.5
2021-05-19,20.9,60.4
2021-05-20,16.1,90.1
2021-05-21,16.7,77.1
2021-05-22,20.3,62.1
2021-05-23,22.1,58.9
2021-05-24,20.9,55.4
2021-05-25,16.6,52.5
2021-05-26,17.3,52.3
2021-05-27,17.7,63.1
2021-05-28,16.3,72.8
2021-05-29,19.7,56.3
2021-05-30,20.3,59.3
2021-05-31,20.6,73.5
2021-06-01,21.7,66.9
2021-06-02,23.7,55.6
2021-06-03,18.6,88.8
2021-06-04,20.2,59.8
2021-06-05,21.2,58.3
2021-06-06,22.2,73.5
2021-06-07,23.2,67.5
2021-06-08,25.2,59
2021-06-09,26.1,51.1
2021-06-10,24.1,61.3
2021-06-11,22.8,83.8
2021-06-12,25.3,72.6
2021-06-13,26.2,67.3
2021-06-14,24.6,70.6
2021-06-15,21.7,80.6
2021-06-16,21,75.9
2021-06-17,20.5,76
2021-06-18,21.7,83
2021-06-19,23.7,60.9
2021-06-20,25,55.9
2021-06-21,25,54.1
2021-06-22,21.4,72.8
2021-06-23,20.7,76.1
2021-06-24,22.9,67.1
2021-06-25,24.6,64
2021-06-26,23.4,71.9
2021-06-27,24.4,64.9
2021-06-28,24.4,65.6
2021-06-29,25.2,63.6
2021-06-30,24.6,74.6
2021-07-01,26,60.6
2021-07-02,25,64
2021-07-03,21.9,85.8
2021-07-04,26.6,73.3
2021-07-05,22.8,84.6
2021-07-06,22.6,93
2021-07-07,23.9,94
2021-07-08,25.1,82.9
2021-07-09,25,85
2021-07-10,24.8,85
2021-07-11,25.2,83.4
2021-07-12,27.1,77.1
2021-07-13,28.3,73.8
2021-07-14,28.9,73
2021-07-15,27.1,80.1
2021-07-16,26.9,74.1
2021-07-17,26.3,74
2021-07-18,25.8,79.6
2021-07-19,26.3,81.4
2021-07-20,27.5,78
2021-07-21,27.4,70.8
2021-07-22,26.6,75.4
2021-07-23,27.4,74.3
2021-07-24,27.8,71.6
2021-07-25,27.2,75.1
2021-07-26,27.8,69.4
2021-07-27,27.7,69.9
2021-07-28,28.5,66
2021-07-29,28.9,68.1
2021-07-30,29.2,66.6
2021-07-31,29.8,67.4
2021-08-01,27.8,80.5
2021-08-02,25.8,88.9
2021-08-03,27.5,83.1
2021-08-04,28.8,75.4
2021-08-05,29.5,72.5
2021-08-06,29,69.9
2021-08-07,28.3,71
2021-08-08,25.5,81.4
2021-08-09,27,72.1
2021-08-10,23.9,84.3
2021-08-11,26,76.9
2021-08-12,26.2,74.8
2021-08-13,25.1,81.9
2021-08-14,23,87.5
2021-08-15,22.8,86.1
2021-08-16,23.8,76.5
2021-08-17,24.3,72.3
2021-08-18,23.2,78.5
2021-08-19,23.7,79.9
2021-08-20,25,73
2021-08-21,23.2,89.6
2021-08-22,24.4,81.9
2021-08-23,22.4,92.5
2021-08-24,23.1,92.3
2021-08-25,24,90
2021-08-26,25,82.6
2021-08-27,21.7,91.8
2021-08-28,23.9,74.4
2021-08-29,21.7,88.6
2021-08-30,23.4,82.1
2021-08-31,22.8,83
2021-09-01,21.8,93.8
2021-09-02,21.7,83.1
2021-09-03,21.3,80.6
2021-09-04,21.7,75.9
2021-09-05,20.7,81.8
2021-09-06,20.6,86
2021-09-07,21.2,90.8
2021-09-08,22.5,77.4
2021-09-09,21.8,79.5
2021-09-10,21.9,84.3
2021-09-11,22.3,78.4
2021-09-12,23.1,72.9
2021-09-13,22.1,72.9
2021-09-14,21.5,71.6
2021-09-15,21.5,66.9
2021-09-16,21.1,72.5
2021-09-17,19.2,87.6
2021-09-18,20.3,81
2021-09-19,20.7,79.3
2021-09-20,21.5,76.1
2021-09-21,22.5,86.1
2021-09-22,21.8,73.5
2021-09-23,20.4,68.6
2021-09-24,19.5,77.9
2021-09-25,18.6,91.6
2021-09-26,19.5,80
2021-09-27,20.2,74.4
2021-09-28,21.5,76.1
2021-09-29,22.1,89
2021-09-30,21.2,80
2021-10-01,20.4,83
2021-10-02,21.2,73.8
2021-10-03,21.4,71.1
2021-10-04,22.7,76.5
2021-10-05,22,76.3
2021-10-06,20.9,79.1
2021-10-07,21.5,77.6
2021-10-08,20.3,87.4
2021-10-09,22.5,81
2021-10-10,23.6,79.4
2021-10-11,15.4,89.9
2021-10-12,15.2,91.5
2021-10-13,17.4,85.3
2021-10-14,18.2,82.6
2021-10-15,18.6,84
2021-10-16,13.3,63.8
2021-10-17,7.5,44.8
2021-10-18,8.3,63.3
2021-10-19,10.8,71.3
2021-10-20,9.1,70.6
2021-10-21,9.8,74
2021-10-22,11.3,62.4
2021-10-23,9.7,71.3
2021-10-24,9.9,74
2021-10-25,10.5,72.6
2021-10-26,11.3,70.9
2021-10-27,12.9,62.8
2021-10-28,11.6,64.4
2021-10-29,11.8,70.5
2021-10-30,10.8,80.3
2021-10-31,11,78.5
2021-11-01,13,72.5
2021-11-02,12.2,65.9
2021-11-03,11.5,65
2021-11-04,11.7,67.6
2021-11-05,11.5,76.5
2021-11-06,11.8,75.5
2021-11-07,12.7,71.5
2021-11-08,10.7,75.4
2021-11-09,8.7,64.3
2021-11-10,7.4,71.1
2021-11-11,8,60.5
2021-11-12,6.2,65.9
2021-11-13,6.7,74.6
2021-11-14,8.5,71.8
2021-11-15,8.7,70.5
2021-11-16,8.5,62
2021-11-17,8,59.1
2021-11-18,9.3,71
2021-11-19,9.8,77.1
2021-11-20,9.4,81.3
2021-11-21,9.6,81.6
2021-11-22,6.9,60.4
2021-11-23,4,55.1
2021-11-24,6.5,51.4
2021-11-25,7.9,58.1
2021-11-26,6.2,48.4
2021-11-27,4.4,53.5
2021-11-28,3.7,60.5
2021-11-29,5.3,64.6
2021-11-30,5.4,79.5
2021-12-01,2.2,41.3
2021-12-02,2.2,56.3
2021-12-03,4.4,56.6
2021-12-04,3.4,55
2021-12-05,1.9,75.1
2021-12-06,4.4,74.1
2021-12-07,5.7,72
2021-12-08,4.9,74.6
2021-12-09,4.8,80.4
2021-12-10,5.9,83.6
2021-12-11,8.1,71.5
2021-12-12,6.1,49.9
2021-12-13,0.1,33
2021-12-14,2.5,58
2021-12-15,5.9,71.6
2021-12-16,6.3,72
2021-12-17,-0.1,40.9
2021-12-18,-3.1,41.6
2021-12-19,1,56
2021-12-20,3.5,64.3
2021-12-21,5.6,65.9
2021-12-22,3.4,47.4
2021-12-23,2,54.8
2021-12-24,3.3,61.6
2021-12-25,-4.8,38
2021-12-26,-7.1,37.8
2021-12-27,-2.2,47.5
2021-12-28,0.8,69.4
2021-12-29,2.6,63.8
2021-12-30,0.7,44.6
2021-12-31,-2.6,32.8
2021-01-01,-2.7,69.8
2021-01-02,-1.9,52.5
2021-01-03,-1.8,42.3
2021-01-04,-2.2,57.1
2021-01-05,-1.7,50.4
2021-01-06,-5,49.6
2021-01-07,-8.9,37.9
2021-01-08,-10.3,38.6
2021-01-09,-8.4,45.3
2021-01-10,-5.7,51.5
2021-01-11,-5.4,63
2021-01-12,-3.7,61.5
2021-01-13,1.2,60.1
2021-01-14,2.7,58.5
2021-01-15,7.1,63
2021-01-16,1.6,42.1
2021-01-17,-3.4,40.5
2021-01-18,-3.5,62.9
2021-01-19,-3.8,41.3
2021-01-20,-2.9,52.4
2021-01-21,2.8,69.5
2021-01-22,8,85.3
2021-01-23,8.7,79.4
2021-01-24,8,70.4
2021-01-25,6.4,74
2021-01-26,5.6,88.4
2021-01-27,4.7,58.4
2021-01-28,0.3,66.3
2021-01-29,-5.1,37.8
2021-01-30,0.5,46.5
2021-01-31,2.6,53.9
2021-02-01,6.5,85
2021-02-02,-0.8,34
2021-02-03,-1.9,42.8
2021-02-04,1.6,35.6
2021-02-05,2.7,36.3
2021-02-06,3,60.4
2021-02-07,5.4,55.6
2021-02-08,0.4,33.8
2021-02-09,1.3,34.1
2021-02-10,3.8,50.4
2021-02-11,5,66.4
2021-02-12,5.5,62.9
2021-02-13,5.7,57.8
2021-02-14,7,81.4
2021-02-15,5.2,64.1
2021-02-16,-0.7,50.1
2021-02-17,-5,40.3
2021-02-18,-4.3,45.4
2021-02-19,3.5,44.9
2021-02-20,9.6,53.4
2021-02-21,12.3,49.4
2021-02-22,13.1,40.3
2021-02-23,5.2,23.5
2021-02-24,3.4,57.1
2021-02-25,4.2,81.6
2021-02-26,8,65.4
2021-02-27,6.6,60.6
2021-02-28,7.2,75.1
2021-03-01,7.4,95.1
2021-03-02,1.8,86.4
2021-03-03,3.2,73.6
2021-03-04,5.7,81.9
2021-03-05,9.3,70.6
2021-03-06,5.3,77.1
2021-03-07,4.7,73.1
2021-03-08,4.6,74.8
2021-03-09,7.4,62.1
2021-03-10,6.8,58.1
2021-03-11,8.3,58.9
2021-03-12,8.7,85.1
2021-03-13,7.9,76.9
2021-03-14,8.5,73
2021-03-15,11,64.1
2021-03-16,14,48.6
2021-03-17,8.4,69.4
2021-03-18,8.1,76.1
2021-03-19,10.1,67.9
2021-03-20,8.9,91.9
2021-03-21,8.3,58.3
2021-03-22,7.4,39.4
2021-03-23,10.8,37.9
2021-03-24,9.9,49.1
2021-03-25,12.8,50.6
2021-03-26,13.2,52.4
2021-03-27,12,85.3
2021-03-28,14.5,76
2021-03-29,13.7,48.4
2021-03-30,13.2,37.9
2021-03-31,11.3,63
2021-04-01,11.8,63
2021-04-02,13.6,66.8
2021-04-03,13.4,89.3
2021-04-04,9.2,80
2021-04-05,8,67.3
2021-04-06,11.8,52.8
2021-04-07,14.5,44.1
2021-04-08,11.6,60.5
2021-04-09,7.3,74.4
2021-04-10,8.3,66.3
2021-04-11,11.6,54.9
2021-04-12,11.4,86.1
2021-04-13,14.9,64.6
2021-04-14,10.7,40.4
2021-04-15,10.5,48.8
2021-04-16,12.3,64.6
2021-04-17,12.7,46.1
2021-04-18,11.5,44.1
2021-04-19,15.6,34.6
2021-04-20,17.3,40.1
2021-04-21,17.2,58.5
2021-04-22,18,52
2021-04-23,15.1,54.3
2021-04-24,14.9,58.8
2021-04-25,12.9,61.9
2021-04-26,11.7,60.1
2021-04-27,14.7,48
2021-04-28,17,45.8
2021-04-29,15,61.5
2021-04-30,16.1,50
2021-05-01,11,75.9
2021-05-02,12.2,66.8
2021-05-03,15,56.9
2021-05-04,16,80.8
2021-05-05,17.6,46.3
2021-05-06,15.7,43.9
2021-05-07,16.3,54.1
2021-05-08,16.6,48.9
2021-05-09,18,36.4
2021-05-10,11.6,83.3
2021-05-11,14.1,80.4
2021-05-12,15,73.8
2021-05-13,18,62.4
2021-05-14,19.6,70.6
2021-05-15,19.6,89.9
2021-05-16,18.6,95.8
2021-05-17,13.8,97.5
2021-05-18,16.3,88.8
2021-05-19,20.2,67.5
2021-05-20,15.3,91.9
2021-05-21,16,85.5
2021-05-22,19.9,66.5
2021-05-23,21.6,63.3
2021-05-24,20.5,63
2021-05-25,15.6,58.4
2021-05-26,16.7,53.1
2021-05-27,17.8,63.5
2021-05-28,14.8,81.8
2021-05-29,19,58.6
2021-05-30,18.6,64.6
2021-05-31,18.8,77.4
2021-06-01,20.9,70.1
2021-06-02,22.1,68.8
2021-06-03,18,93.8
2021-06-04,19.7,67
2021-06-05,21.4,63.1
2021-06-06,23.1,66.4
2021-06-07,23.2,69.1
2021-06-08,23,66
2021-06-09,23.1,64.4
2021-06-10,23,64.9
2021-06-11,21.1,92
2021-06-12,22.7,83.4
2021-06-13,24,78.6
2021-06-14,22.2,80.8
2021-06-15,20.6,88.3
2021-06-16,19.5,83.9
2021-06-17,19,81.3
2021-06-18,20.9,84.9
2021-06-19,23,66.6
2021-06-20,23.7,64.3
2021-06-21,21.5,72.3
