금액,이용횟수
940324,25
1416550,9
173580,9
0,0
37660,3
99001,3
345284,11
864722,21
1064541,30
1380919,44
11475854,39
14017332,52
13977353,70
18801360,70
7045154,51
6900288,72
2672359,56
25713139,53
18058618,73
5538999,83
2112343,70
1472011,44
1805218,47
754535,30
768839,11
126261,8
160063,9
5660,2
318890,3
106930,4
294323,6
282493,13
778428,22
1812348,33
3021429,59
2811221,68
2952147,91
7450263,98
6357599,72
6068458,71
7005449,76
14600730,71
4630691,86
17804568,56
2672578,60
5692231,68
1815598,45
1572101,36
1024321,26
444245,12
333200,10
57860,3
88520,3
63970,1
13970,3
313509,11
860507,23
2462216,34
1657754,46
2094980,59
3460043,65
15900906,81
5473380,69
16055082,83
16747520,80
5674959,78
11552390,65
10000697,80
2654615,56
1543978,43
2548187,49
2653753,40
2059662,28
828630,13
191910,5
113696,3
0,0
0,0
910609,8
456269,17
1784947,32
2318260,37
1518062,40
2028069,56
2531263,77
1990300,41
1918228,56
2565670,45
1869283,48
2640991,43
1986145,61
1936759,66
2645619,56
2058506,61
1717030,43
7715653,38
941061,18
456350,12
160678,5
53060,3
1727140,7
2340,1
1213370,4
613713,22
775747,25
1140859,26
1761307,46
998627,51
3314590,71
8093693,74
4184554,63
5108647,77
2556559,69
3317685,60
4017530,60
1935240,70
2199446,68
3196413,66
1626726,51
1544986,32
512265,13
575806,12
26450,3
109207,3
139020,1
75050,1
25270,2
2054626,21
1385637,35
3099220,32
2437212,37
2200331,54
2014477,65
2223603,65
1719744,56
13490911,58
2839247,61
4179961,84
3697602,82
3229859,85
3214749,48
3641461,68
3380498,48
4941609,46
910721,26
231016,7
187195,4
398710,12
24330,3
117810,3
334858,6
1447042,18
836730,31
972207,31
1795887,47
13170004,77
2910965,82
1867162,48
4069921,58
7602287,57
7833110,70
3477699,69
7486929,62
2375579,66
1778907,59
1979836,63
2040623,46
1337444,29
1487604,23
720280,11
88276,4
45400,1
0,0
468090,4
539447,10
156610,8
1082896,30
2374000,41
3341298,53
16711890,50
2579185,70
2590840,62
1553953,50
2521046,58
3924437,68
2712979,75
8105407,86
5127881,86
1402386,50
1870138,55
1002804,42
653965,19
2229912,22
221590,7
169190,4
13860,1
196720,3
93120,2
238750,4
119138,11
522498,19
1606349,43
1316927,43
2357487,71
2562488,61
3440010,72
5989376,74
4571066,82
4765780,87
7790525,96
6304976,79
8089325,88
1925451,59
1696702,50
847680,39
1403528,23
1063086,20
1562280,7
80430,3
31410,4
80300,2
111790,2
147290,6
963776,18
502866,19
542966,23
8114862,44
2027579,48
5039777,48
7052968,61
3094090,45
6588470,67
3885673,69
4517598,71
3461933,66
8535279,53
3898958,53
1997370,52
1314645,40
3280886,39
1737609,15
585718,11
225863,4
16243,2
148380,4
0,0
193740,6
1075268,22
3765286,30
1701048,40
3709258,50
1650592,63
6030485,85
11764116,62
3556720,28
5370233,61
2581747,44
2458395,65
3537802,85
1169376,47
3797650,58
3406568,58
3070970,50
2802079,33
1416619,26
194470,5
166768,7
159270,3
1500,1
51480,4
130420,5
279309,13
1185257,33
708214,22
1133812,39
2381633,56
7033741,77
2642722,61
1993270,54
1722540,57
1741943,56
1902712,70
1516148,75
3912114,74
1471863,46
4622908,45
2265692,45
4298191,40
1347522,16
32900,5
33574,3
177640,2
208000,2
368300,9
156350,5
650690,17
708126,14
440371,18
1219960,40
1601814,46
2140179,74
1377481,54
1423729,51
12572363,51
2334989,69
2734761,64
1912121,58
4170887,48
1693039,49
2066354,57
1490828,44
2659998,32
1005060,21
494216,9
1599638,8
308780,4
12690,4
335360,4
78710,6
773478,15
816879,29
1616886,38
1712066,47
2773340,59
2290787,92
1732181,66
2380999,56
2582390,48
2487690,47
1519153,64
2692460,71
4303779,70
2528093,58
2493186,44
4332697,45
1418632,31
3606529,16
517690,12
60110,3
0,0
0,0
21631,1
254376,6
381547,13
1056190,39
1982655,33
6045301,41
2439005,70
2646822,73
4721053,76
12235719,75
3283322,67
5898123,72
5317739,77
2719039,64
2204281,65
2036848,57
902372,49
1123715,41
2266695,24
979116,21
669959,15
299758,6
107170,2
85300,3
133400,4
313520,3
142509,7
554070,14
1510058,29
2297362,59
1996624,65
2858105,68
24155382,65
1966691,52
4273272,72
3080825,67
9744176,72
11167275,66
4128765,73
3357200,79
1737859,47
1824637,42
1091485,20
947140,11
344022,11
167440,3
156800,3
58920,3
31170,2
58448,2
805858,17
587032,12
973884,26
1468761,37
3783392,54
1864870,53
3326280,55
4563941,60
4376256,73
6597118,92
2832017,72
6628846,94
5789344,62
4245801,59
1759609,44
3223605,47
1162087,29
1194637,29
285872,12
536488,9
562634,5
160404,3
14350,1
455017,7
579193,17
1493042,30
1208855,25
1495371,38
3352027,53
3670416,80
3699810,61
1852717,46
9829984,75
4520139,77
7781419,78
2928543,57
2448359,55
2912346,59
2570879,46
3704261,40
1623829,34
966558,15
212816,9
237308,8
98600,4
175914,4
23040,1
579290,6
1691368,21
2101855,31
1015983,31
2309524,54
11241938,56
2329584,84
5629550,57
2076270,48
3144849,52
2919743,55
3627791,85
2346340,74
4895571,47
2056568,54
2255491,61
1931621,47
2550018,36
361366,15
837747,16
180531,7
0,0
14700,2
9000,1
549100,5
684680,17
976647,33
826942,28
874381,32
2126186,60
6830146,76
2482336,68
3148132,52
2801204,55
2010512,62
2729963,67
3448692,68
2422935,77
2810923,70
1497511,50
1558096,33
1952355,35
664470,19
285210,9
362250,6
9720,2
195499,3
247700,4
83261,5
526739,20
874726,27
1544561,33
2590296,49
2561750,50
2224540,72
2824096,60
9786612,52
2948755,51
1765130,40
1343251,50
2823610,58
2019397,71
1679328,49
1306310,40
879206,40
944151,23
1152888,28
465830,6
290214,7
540849,6
9010,3
37900,1
218130,5
444671,16
560086,18
1354599,36
1494389,48
4406669,58
3514025,73
3916999,64
2406559,50
5974680,65
7292009,77
2736240,59
3353089,86
2558700,77
1951912,45
1338858,49
1021267,37
2792321,28
1600334,22
288100,9
73250,4
3101,1
278420,4
59740,2
187184,4
14580,2
513185,17
2644973,37
771100,26
2126783,49
1580249,60
2310369,68
2796376,76
15172008,76
3684747,63
3426229,77
6613514,97
17454106,76
2812156,62
2133306,53
1539833,32
1434984,31
658483,25
593643,18
196609,6
452680,9
0,0
44040,1
630,1
334630,11
158565,12
688683,27
1451315,39
3347140,39
1648922,51
3854181,58
7929465,65
15287520,72
8382955,64
3067121,59
8161934,71
3486022,52
1720486,42
1349391,34
1974501,42
2189547,30
1489500,34
311950,5
133809,4
142340,4
294810,3
94106,3
284461,6
326319,13
672065,26
1060042,29
2745311,32
2499195,53
5172763,63
2740027,71
2222327,48
8090232,60
3293198,65
1750879,66
7887093,65
3064793,68
1671700,51
3818220,46
2198696,51
620374,18
1614182,24
909365,12
89070,2
627120,3
0,0
229570,2
149000,3
355491,16
734361,29
1914007,33
1986814,37
12355290,62
2207806,62
3552085,59
1814865,47
2851511,57
5569842,46
2832751,73
5018197,72
17316954,77
1564409,52
2377413,54
1664565,46
3004920,71
1390466,19
866034,12
193030,6
82690,3
32107,1
304170,4
139716,2
289790,13
1234270,28
2241076,40
24339042,52
6220085,62
2900107,83
5233081,77
1588296,49
2048605,44
3141786,64
2893060,80
10119202,66
2264568,72
1913318,58
1588546,45
3069894,44
3134244,38
1179509,23
1176161,13
124690,2
377200,3
106500,3
280570,5
165950,6
641538,23
1443108,32
882400,28
3219714,47
3321501,56
2455023,78
3028588,71
3745742,56
3283520,66
1674252,51
2406474,53
2593100,75
2020165,67
1767574,43
1990668,51
996477,31
2646313,30
596282,17
64770,5
537520,7
1119880,4
50500,2
0,0
85870,5
472738,13
573157,23
591237,25
3432527,48
1803327,53
6869312,67
1495961,55
13717750,60
2702794,50
4396413,81
11364864,68
2675770,78
5613304,90
6940782,58
1252385,47
1556603,42
1437721,26
412567,14
426568,10
306550,7
622977,4
178025,6
71470,2
254850,4
455642,12
517453,16
1389143,24
1385848,39
2863608,65
3269631,72
3156258,55
8860668,81
3505070,54
2280110,57
4234828,74
5695355,94
5241699,63
1682373,58
1718671,44
1153533,36
1564502,35
1505161,16
150700,8
128770,4
466500,5
11800,1
92540,2
92640,5
145690,8
805462,20
511435,24
2917999,44
3051222,54
3595954,61
7017537,65
3454536,90
5544498,80
6444576,87
9399181,97
13464695,88
3662910,78
3535165,61
912477,41
1037507,49
957501,28
1624314,31
322200,12
282110,7
219561,5
55460,4
33200,1
242770,7
189360,10
1493115,35
1880602,45
1453519,42
8420592,89
2908771,77
1579238,58
1938199,48
3652215,81
2475271,63
2377296,75
2404277,70
1987239,56
6222473,69
1989190,64
2883114,73
3081853,54
1231287,31
1355559,21
111880,7
92850,3
0,0
279585,4
185185,7
632170,18
1139404,27
1057383,30
4270660,39
1970808,51
1679045,81
2949184,71
1994697,51
1368193,52
2386268,61
1628284,61
1323580,58
2062123,75
2844034,61
1499041,41
1829900,44
1782731,46
1575280,23
251036,9
370880,6
26640,1
70960,1
141700,4
185270,8
934331,23
649573,18
1692390,33
1847496,45
1911798,52
2001484,70
2037089,76
1580999,48
2774890,44
2701418,45
4955068,65
1408891,46
1552800,48
1139523,46
1507083,57
2178586,50
2164089,33
2222185,22
217123,9
427527,4
81828,3
0,0
166940,2
3500,1
1149998,23
703558,22
1238949,31
2544645,44
2602030,73
3509568,71
3094121,66
3556567,60
1736436,51
1464350,50
6768330,69
2728953,71
4538571,67
2464499,62
2856200,46
2029824,43
2149445,25
454884,22
247690,7
93300,11
44084,2
12100,2
39900,1
252930,7
582735,18
509729,24
1390712,33
3404203,48
2112542,49
3979143,85
5307577,67
6131519,60
1466530,49
2309805,47
7225798,76
10261482,80
3912410,81
1520969,68
2194698,64
989833,34
2323512,28
370860,12
316036,11
140228,5
155990,5
91350,3
99020,2
60110,3
684769,15
898127,17
2073193,28
1488168,31
3294541,69
2685281,60
4384359,81
5534506,64
8940034,90
3732058,79
2785799,67
14570700,88
2936939,64
2356691,68
4562449,57
2003739,61
5169671,25
1325529,17
2805650,9
336310,6
16999,1
159750,3
120640,3
116370,1
798033,15
208119,13
1229620,26
2066706,38
5404189,52
3656717,60
6585917,69
14160755,57
4836977,69
3814999,64
6819360,71
4645810,74
2291176,48
7253695,55
3186625,45
3479284,45
1734467,33
2148603,28
609930,12
179779,8
17486,1
2100,3
78170,3
280500,2
539911,22
2028851,36
1735418,36
11475432,50
6829583,71
1985030,65
2342360,59
4170386,47
2522983,69
4097439,58
2674999,64
2360298,59
4185130,64
2537902,69
966577,33
1454173,47
2545347,36
175191,10
935105,10
311330,5
59000,5
36900,4
0,0
76930,5
329221,12
814636,20
1604769,34
1137528,41
2094595,64
2298440,66
4742179,58
3342070,53
1900893,52
2784320,55
2321933,59
1467421,55
2771009,69
3595891,50
818055,40
2088656,37
2780319,27
581850,14
311110,16
204870,4
282810,6
119460,6
77095,4
116710,3
253565,19
1678134,34
1129102,31
923099,40
2663626,72
2561274,76
1435130,68
2568889,59
1799879,60
2790350,62
2301530,64
2920717,82
1984794,75
1380118,61
1257492,40
1374133,42
1050878,28
230820,8
176447,10
143751,2
111810,5
2156602,2
140512,4
336360,13
80740,11
1282142,32
990863,30
3809376,51
12020386,62
3202194,76
3889409,62
2178760,44
1195355,52
2316138,53
2408960,63
1795219,59
2155392,73
1727868,43
1616692,48
1435531,41
613727,24
643570,18
215740,5
191368,4
110850,5
140730,4
385710,5
731424,6
565030,17
892121,25
1145894,41
2009480,30
1825298,52
8081834,90
5325322,82
2159038,64
4868312,71
4775727,63
4403368,96
4423219,107
2944478,74
1852400,66
1352939,53
1335805,37
917105,25
1421816,29
528932,10
503430,7
14000,2
0,0
689160,2
108810,4
527640,17
1055532,20
2001502,33
1878306,54
3417821,84
4833765,78
5106247,93
2768419,78
5485067,78
5341917,76
3075474,81
6027628,84
5302765,62
2976355,68
1610244,37
2424800,36
1103991,24
884049,17
168610,9
97650,7
117530,2
55750,3
135670,3
96120,4
259500,10
611316,13
980296,34
663329,30
1878269,64
2534024,80
3323459,77
4064347,89
6925384,72
3852287,85
4878431,111
11197346,83
4132314,83
1785191,48
2930641,66
1914565,32
1453680,25
351650,14
353108,11
64900,2
126450,3
0,0
403255,4
50000,1
651116,19
963632,28
1618681,38
4711893,66
1721778,54
3878195,84
2613150,76
3809851,54
1738833,53
2451464,64
2752316,63
2858664,61
2379159,77
3248705,67
1717468,55
1559014,46
1846172,36
1424442,26
325201,10
850585,5
154350,4
35540,1
101983,4
348876,9
835680,22
1439387,27
1225159,39
1687407,46
3023176,64
2334588,82
4362435,79
4043705,59
2960320,63
2660824,65
9176174,71
2746217,78
3431163,65
1850623,52
2527698,55
2604817,46
1680268,32
2329029,31
514765,18
194236,4
0,0
182972,2
402170,4
1696390,4
922367,21
1469654,38
1243775,25
3551779,61
2097715,51
1495229,73
4278013,68
2401739,71
2467439,60
2417778,68
8830404,94
2571190,69
3133384,76
1702759,58
1321238,45
1330472,37
2283846,37
1452159,28
408840,9
9202,1
161965,4
23320,1
90000,2
170440,6
484110,17
3961503,34
723406,22
870386,36
2535821,70
2994079,65
2251930,53
1257164,51
1274296,42
1526661,61
4615465,68
3747103,78
3319855,78
4199427,66
1291088,39
1363692,42
1525181,32
1187940,26
158530,4
147250,1
87870,2
36990,1
213317,7
485205,8
435937,10
919855,31
1136398,40
1126595,37
2191183,62
2786041,78
6647685,78
2632865,60
1281500,47
3130229,82
3836335,80
4154017,90
3637120,88
2142879,60
2755130,46
2085104,26
1444250,22
741182,14
300309,11
21460,1
0,0
0,0
303897,7
125800,5
1180622,14
675322,19
430080,20
1339859,33
2648077,67
5662284,72
3845734,72
3757960,69
4640286,82
22406800,82
4586880,94
6151281,97
5726201,72
2872474,70
1753274,47
784179,28
1359979,24
429589,11
302252,7
210670,9
28480,4
82075,2
25360,1
55450,2
97217,10
603860,20
559264,19
1432958,38
1448707,47
8679514,64
4595929,79
3430069,65
2663404,61
15551425,75
6046910,64
13875437,74
1453949,59
2239819,45
1069991,29
964006,29
1708654,48
1128604,16
242080,5
153789,4
0,0
49550,4
59120,4
271330,6
570887,15
1037406,26
930160,20
1254455,39
1387141,46
6080538,71
4991388,59
2184698,58
4054978,55
5064584,62
7425849,66
2949596,75
1223617,48
1349478,47
2398924,41
1684102,42
1509864,32
499728,18
115190,7
123110,3
186639,2
93600,3
257407,6
336789,7
524736,13
398269,26
4038468,36
2131430,42
2865010,62
3272271,91
3882524,58
3082176,65
1950682,54
991878,47
2095574,71
2820597,68
2192639,58
1485278,46
2572403,62
1468908,41
684904,19
1821309,22
545000,10
171960,2
0,0
3000,2
58660,2
133931,5
225140,10
730088,21
1003273,22
592875,30
4926693,45
1583892,69
3287896,68
6584365,48
2147098,59
3286065,75
3085357,65
13193180,72
1704720,52
1251302,40
2363940,53
1941553,48
1451896,25
999281,19
718557,12
66360,5
244150,1
249390,3
2840,1
318680,5
292461,13
816705,25
837284,25
1646254,37
5438435,77
2231835,71
8160634,77
5471707,58
3903064,41
2485690,69
2364835,73
2202192,66
2278985,65
1505973,48
1925676,39
2026283,36
1276070,25
815660,11
646027,13
280158,7
3300,1
1000,1
48170,2
444809,5
434056,22
2131634,27
1863504,29
1086939,32
9569454,68
1708463,66
5748015,65
4194071,75
12088208,62
4463904,77
5662717,81
2776729,69
5136390,63
3124749,72
1210011,33
1398815,48
1504550,24
